,online_order,book_table,rate,votes,location,rest_type,cost,menu_item
48237,1,1,4.4,219,80,24,850.0,8242
48238,1,1,4.5,875,51,24,1800.0,8242
48239,1,1,4.0,940,12,25,1000.0,8242
48240,1,0,4.0,57,8,24,1500.0,8242
48241,1,1,4.4,725,70,24,1000.0,8242
48242,0,1,4.4,136,70,24,1200.0,8242
48243,0,0,4.0,53,70,46,2000.0,8242
48244,1,1,4.2,861,12,24,1400.0,8242
48245,0,1,4.3,365,70,46,3500.0,8242
48246,1,1,4.2,82,8,24,700.0,8242
48247,1,1,4.2,415,8,7,1600.0,8242
48248,1,0,4.1,1136,8,24,1500.0,8242
48249,0,1,3.9,685,12,25,1200.0,8242
48250,0,0,4.1,4448,8,30,1200.0,8242
48251,0,1,4.2,551,51,30,1500.0,8242
48252,0,1,4.3,331,70,24,1200.0,8242
48253,0,1,4.3,237,70,46,4000.0,8242
48254,1,0,4.1,119,70,16,700.0,8242
48255,0,1,4.0,184,12,24,1300.0,8242
48256,1,1,4.2,354,70,24,1200.0,8242
48257,0,1,4.0,930,8,24,800.0,8242
48258,1,1,4.1,463,12,24,600.0,8242
48259,0,1,4.1,560,8,71,1100.0,8242
48260,0,0,3.9,23,70,6,2000.0,8242
48261,0,0,3.9,952,8,68,1100.0,8242
48262,0,0,4.3,797,12,19,900.0,8242
48263,1,0,4.1,1222,8,6,2000.0,8242
48264,1,1,4.2,570,77,24,1200.0,8242
48265,1,0,4.0,167,70,25,1700.0,8242
48266,1,1,4.3,1055,50,24,1600.0,8242
48267,1,0,4.3,335,12,24,800.0,8242
48268,1,1,4.4,232,51,7,2000.0,8242
48269,0,1,4.3,457,51,46,3000.0,8242
48270,0,0,4.2,38,70,6,2000.0,8242
48271,0,0,4.1,1546,50,68,1200.0,8242
48272,1,0,4.0,114,51,24,1000.0,8242
48273,1,0,4.1,488,12,16,700.0,8242
48274,0,0,4.3,544,12,24,800.0,8242
48275,1,0,2.9,111,77,24,500.0,8242
48276,0,1,4.1,612,51,33,2800.0,8242
48277,0,1,4.4,185,50,25,1800.0,8242
48279,1,0,3.9,207,80,24,650.0,8242
48280,0,0,4.0,30,8,16,450.0,8242
48281,0,0,3.8,623,51,57,3000.0,8242
48283,0,1,3.9,305,77,16,750.0,8242
48284,1,0,3.7,97,28,19,650.0,8242
48285,1,0,3.6,17,8,24,800.0,8242
48286,0,1,4.1,338,51,25,1800.0,8242
48287,1,0,3.9,227,12,24,950.0,8242
48288,0,1,4.2,178,70,46,3000.0,8242
48289,1,0,4.2,1773,80,24,750.0,8242
48290,0,0,4.2,619,8,16,500.0,8242
48291,1,0,3.8,390,8,24,750.0,8242
48292,0,0,2.0,398,8,57,1500.0,8242
48293,1,1,4.1,302,70,24,1000.0,8242
48294,0,1,4.0,752,12,68,1100.0,8242
48295,1,0,4.2,121,51,17,500.0,8242
48296,0,0,3.9,190,80,6,600.0,8242
48297,1,0,3.7,281,8,24,800.0,8242
48298,0,0,3.8,32,70,73,350.0,8242
48299,1,0,3.5,12,8,24,650.0,8242
48300,1,1,3.8,203,70,24,1200.0,8242
48301,0,0,2.6,408,51,68,1000.0,8242
48302,1,0,4.0,32,8,73,300.0,8242
48303,1,0,4.3,131,8,24,700.0,8242
48304,1,0,3.5,13,77,73,300.0,8242
48305,0,0,4.2,703,80,73,300.0,8242
48306,1,0,3.8,159,28,24,1300.0,8242
48307,0,0,3.1,23,77,24,450.0,8242
48308,0,0,3.9,235,49,7,1000.0,8242
48309,1,0,3.7,84,77,24,500.0,8242
48310,1,1,3.8,200,51,24,1600.0,8242
48311,1,0,2.9,75,77,24,500.0,8242
48312,0,1,4.1,274,51,46,3000.0,8242
48313,0,1,3.8,98,50,17,1000.0,8242
48314,1,0,4.1,119,70,24,1000.0,8242
48315,1,1,3.3,60,80,73,400.0,8242
48316,0,0,4.0,102,70,24,550.0,8242
48317,0,0,4.0,105,50,23,1200.0,8242
48318,1,0,3.8,74,8,16,650.0,8242
48319,0,0,3.1,122,50,25,1200.0,8242
48320,0,0,2.8,255,28,24,1000.0,8242
48321,0,0,4.0,33,70,16,800.0,8242
48322,1,0,3.2,34,77,24,550.0,8242
48323,1,0,2.9,50,8,73,350.0,8242
48324,1,0,3.9,185,77,24,400.0,8242
48325,0,1,4.0,197,51,58,3000.0,8242
48326,0,1,3.8,73,77,6,1200.0,8242
48327,0,0,4.1,116,51,46,3000.0,8242
48328,0,0,4.0,166,8,73,400.0,8242
48329,1,0,3.6,41,8,24,500.0,8242
48330,1,0,3.7,70,12,12,500.0,8242
48331,0,0,3.5,56,50,25,1800.0,8242
48332,0,0,3.9,73,50,57,2500.0,8242
48333,0,0,2.8,132,8,24,650.0,8242
48334,0,0,3.9,135,80,24,800.0,8242
48335,0,0,4.1,171,51,46,2500.0,8242
48336,0,0,3.6,44,8,56,300.0,8242
48337,1,0,3.8,77,70,73,500.0,8242
48338,1,0,2.6,313,77,24,700.0,8242
48339,0,0,3.9,90,80,24,1400.0,8242
48340,1,0,4.3,1135,28,16,800.0,8242
48341,0,0,3.3,6,80,24,450.0,8242
48342,1,0,3.6,118,70,24,500.0,8242
48343,0,1,3.9,317,51,16,800.0,8242
48344,0,0,3.7,35,77,16,300.0,8242
48345,0,0,3.7,53,70,24,600.0,8242
48346,1,0,3.8,266,70,24,850.0,8242
48347,0,0,3.4,4,8,24,600.0,8242
48348,0,1,4.0,1025,8,24,700.0,8242
48349,1,0,3.3,262,77,24,500.0,8242
48350,0,0,3.0,108,51,24,800.0,8242
48351,0,0,3.7,145,70,26,1000.0,8242
48352,0,0,2.9,12,12,16,700.0,8242
48353,0,0,3.7,16,51,16,250.0,8242
48354,0,0,3.9,122,8,24,500.0,8242
48355,1,1,3.9,94,8,25,1300.0,8242
48356,0,0,3.3,4,80,24,1000.0,8242
48358,0,1,4.2,264,51,25,1500.0,8242
48359,0,0,3.5,29,70,6,2200.0,8242
48360,1,0,3.5,13,8,24,600.0,8242
48361,0,1,3.9,36,8,24,1500.0,8242
48362,0,0,2.7,26,77,24,600.0,8242
48363,0,0,2.9,31,77,24,1000.0,8242
48364,0,1,3.9,105,8,24,1000.0,8242
48365,0,0,3.0,31,51,24,1000.0,8242
48366,0,0,3.8,23,28,24,800.0,8242
48367,0,0,2.9,24,8,7,1900.0,8242
48368,0,0,3.7,57,80,24,700.0,8242
48369,0,0,2.8,46,8,16,700.0,8242
48370,0,0,3.8,67,70,24,500.0,8242
48371,0,0,3.0,4,8,24,700.0,8242
48372,0,1,4.3,165,70,46,3000.0,8242
48373,0,1,3.8,53,28,24,1100.0,8242
48374,0,0,3.7,125,8,24,600.0,8242
48376,0,0,3.4,5,8,56,150.0,8242
48377,1,0,3.0,20,8,73,400.0,8242
48378,1,0,2.8,20,8,24,550.0,8242
48379,0,0,3.8,151,12,24,800.0,8242
48380,0,0,3.7,50,77,16,550.0,8242
48381,0,0,3.5,140,12,24,600.0,8242
48385,0,0,3.7,68,8,24,500.0,8242
48386,0,0,3.2,7,8,16,600.0,8242
48387,0,1,3.6,279,80,25,800.0,8242
48388,0,0,3.1,16,28,24,1100.0,8242
48389,0,0,3.3,13,70,24,600.0,8242
48390,0,0,1.8,225,12,24,1200.0,8242
48391,0,0,3.5,10,8,24,700.0,8242
48392,0,0,3.9,42,8,24,500.0,8242
48393,0,0,2.9,46,77,24,550.0,8242
48395,1,1,3.8,197,80,24,800.0,8242
48396,0,0,3.9,119,28,25,800.0,8242
48397,0,0,3.7,11,80,57,1200.0,8242
48398,0,0,3.8,52,70,24,1200.0,8242
48399,0,0,3.4,10,70,24,700.0,8242
48400,0,0,3.5,11,77,73,300.0,8242
48401,0,0,3.4,6,77,73,400.0,8242
48403,0,0,3.4,10,51,73,350.0,8242
48404,0,0,3.2,10,51,16,400.0,8242
48405,0,0,3.3,13,69,24,750.0,8242
48406,0,0,3.3,7,12,24,1000.0,8242
48407,0,0,3.4,8,70,73,350.0,8242
48408,0,0,2.3,118,70,24,650.0,8242
48409,0,0,3.3,4,8,24,1200.0,8242
48414,1,0,3.9,218,8,24,800.0,8242
48415,0,0,3.8,217,50,24,2000.0,8242
48416,1,0,3.8,263,51,16,700.0,8242
48417,1,0,3.6,52,12,24,600.0,8242
48418,0,0,3.3,11,8,73,400.0,8242
48419,0,0,3.7,82,51,46,2500.0,8242
48420,0,0,3.6,104,8,16,800.0,8242
48421,0,0,3.8,34,50,24,1700.0,8242
48422,1,0,3.1,23,8,24,700.0,8242
48424,0,0,4.1,121,70,24,600.0,8242
48425,1,1,2.2,409,51,24,1000.0,8242
48428,1,0,4.4,1115,50,2,600.0,8242
48429,1,0,4.0,1087,8,77,550.0,8242
48430,1,0,4.0,872,50,73,400.0,8242
48431,0,0,4.4,181,70,73,250.0,8242
48432,1,0,4.4,232,51,73,700.0,8242
48433,0,0,4.2,366,70,73,400.0,8242
48434,0,0,3.9,85,12,73,500.0,8242
48435,0,0,4.0,1223,12,73,200.0,8242
48436,1,0,4.1,48,12,37,300.0,8242
48437,0,0,4.1,274,70,73,150.0,8242
48438,0,0,4.0,1469,51,40,450.0,8242
48439,1,0,3.9,37,8,73,600.0,8242
48440,1,1,4.1,121,12,73,300.0,8242
48441,1,0,4.2,288,80,73,500.0,8242
48442,0,0,4.0,109,70,73,300.0,8242
48443,1,0,4.1,161,80,73,300.0,8242
48444,1,0,4.0,101,80,73,150.0,8242
48445,0,0,4.0,90,28,73,300.0,8242
48446,1,0,3.6,20,51,73,200.0,8242
48447,0,0,4.0,47,70,73,250.0,8242
48448,1,0,3.8,201,8,73,450.0,8242
48449,1,0,3.3,9,70,73,300.0,8242
48450,0,0,2.7,77,51,73,500.0,8242
48451,0,0,3.6,55,70,5,300.0,8242
48452,1,0,4.0,790,70,73,400.0,8242
48453,1,0,3.9,113,77,73,250.0,8242
48454,1,0,3.8,19,8,73,200.0,8242
48455,1,0,3.9,121,51,73,400.0,8242
48456,1,0,3.6,112,70,73,500.0,8242
48457,1,0,3.2,6,51,73,450.0,8242
48458,1,0,3.9,65,8,74,250.0,8242
48459,0,0,3.2,58,50,73,350.0,8242
48460,0,0,4.1,343,8,73,300.0,8242
48461,1,0,3.9,56,80,73,400.0,8242
48462,1,0,3.9,119,51,73,500.0,8242
48463,0,0,3.7,14,70,5,300.0,8242
48464,0,0,3.7,96,12,73,500.0,8242
48465,1,0,3.6,125,8,54,400.0,8242
48466,0,0,3.9,76,51,73,200.0,8242
48467,0,0,3.7,24,70,73,500.0,8242
48468,0,0,3.6,8,8,73,800.0,8242
48469,1,0,3.5,33,77,5,400.0,8242
48470,1,0,3.9,58,51,37,600.0,8242
48471,0,0,3.3,5,77,73,300.0,8242
48472,1,0,3.5,75,8,73,500.0,8242
48473,0,0,3.0,7,70,73,300.0,8242
48474,0,0,2.8,64,8,73,500.0,8242
48475,0,0,3.6,16,8,50,900.0,8242
48476,0,0,3.1,32,8,73,200.0,8242
48477,1,0,3.4,64,12,73,400.0,8242
48478,1,0,3.5,59,77,73,300.0,8242
48480,1,0,3.0,165,12,73,350.0,8242
48481,1,0,3.8,169,77,73,250.0,8242
48482,0,0,3.3,4,70,73,200.0,8242
48483,0,0,3.3,9,77,73,300.0,8242
48484,0,0,3.4,60,12,73,250.0,8242
48485,0,0,3.3,11,8,73,200.0,8242
48486,1,0,3.4,9,77,73,150.0,8242
48488,1,0,4.2,93,8,73,300.0,8242
48489,1,0,3.5,21,28,73,200.0,8242
48490,0,0,3.7,163,80,73,300.0,8242
48491,1,0,3.4,25,49,73,400.0,8242
48492,1,0,3.0,8,8,73,500.0,8242
48493,1,0,3.3,19,8,73,300.0,8242
48494,1,0,3.7,24,8,37,250.0,8242
48495,0,0,3.1,23,51,73,300.0,8242
48496,0,0,3.3,4,77,73,250.0,8242
48507,0,0,3.1,7,8,73,150.0,8242
48509,0,0,3.3,6,51,73,300.0,8242
48521,0,0,3.5,45,8,73,300.0,8242
48522,0,0,3.6,13,77,73,400.0,8242
48523,0,0,2.9,11,70,73,250.0,8242
48524,0,0,3.2,4,70,73,300.0,8242
48525,0,0,3.4,11,77,73,300.0,8242
48526,0,0,3.2,11,77,73,200.0,8242
48527,0,0,3.4,8,8,73,450.0,8242
48529,0,0,3.2,9,77,73,350.0,8242
48531,0,0,3.1,6,77,73,250.0,8242
48534,0,0,3.4,5,70,73,200.0,8242
48535,0,0,3.6,8,8,73,400.0,8242
48536,0,0,3.7,18,77,73,250.0,8242
48538,1,0,3.5,121,8,73,300.0,8242
48539,1,0,3.4,8,12,73,500.0,8242
48540,0,0,3.0,22,80,73,200.0,8242
48541,0,0,3.6,15,51,73,350.0,8242
48542,0,0,3.5,10,80,73,250.0,8242
48545,0,0,3.0,10,8,50,200.0,8242
48556,0,0,3.1,5,8,73,200.0,8242
48558,1,0,3.6,91,8,50,600.0,8242
48559,1,0,3.1,29,8,50,250.0,8242
48562,1,1,4.6,4841,15,70,1300.0,8242
48563,0,1,4.3,166,82,46,2800.0,8242
48564,0,1,4.2,145,82,46,2500.0,8242
48565,0,1,4.4,1086,82,24,1600.0,8242
48566,1,1,4.1,637,15,24,1100.0,8242
48567,1,1,4.5,1648,15,24,1300.0,8242
48568,0,0,4.1,493,65,24,600.0,8242
48569,1,0,3.9,120,82,24,600.0,8242
48570,1,0,4.0,1106,82,24,1300.0,8242
48571,1,1,4.2,986,82,25,1000.0,8242
48572,1,0,4.3,658,15,20,750.0,8242
48573,0,0,4.0,38,85,20,1100.0,8242
48574,1,0,4.3,860,82,24,1800.0,8242
48575,0,1,4.2,83,82,46,3000.0,8242
48576,0,0,4.3,167,82,16,750.0,8242
48577,0,1,4.1,329,15,57,1300.0,8242
48578,1,1,4.2,476,15,24,1700.0,8242
48579,0,0,3.9,173,78,24,500.0,8242
48580,0,1,3.9,50,82,24,2000.0,8242
48581,1,0,4.2,402,15,24,600.0,8242
48582,1,1,4.1,774,82,25,1200.0,8242
48583,1,1,4.2,864,15,26,1000.0,8242
48584,1,0,4.3,911,82,24,2000.0,8242
48585,1,0,4.2,745,15,16,750.0,8242
48586,0,1,3.7,57,82,46,3000.0,8242
48587,1,1,4.0,189,78,25,1300.0,8242
48588,1,0,4.0,180,82,24,750.0,8242
48589,1,0,4.2,182,14,24,800.0,8242
48590,0,1,4.1,126,82,24,2000.0,8242
48591,1,1,4.0,380,15,24,850.0,8242
48592,1,0,3.7,162,15,24,700.0,8242
48593,1,0,4.0,111,78,24,700.0,8242
48594,1,0,3.4,207,15,24,600.0,8242
48595,0,0,4.1,405,15,24,750.0,8242
48596,1,0,3.7,111,78,24,700.0,8242
48597,1,1,3.8,91,15,24,1800.0,8242
48598,0,0,3.8,36,13,24,500.0,8242
48599,0,0,3.4,225,14,73,300.0,8242
48600,0,0,3.8,33,15,73,400.0,8242
48601,0,1,3.8,110,65,24,1600.0,8242
48602,1,0,3.9,116,82,73,150.0,8242
48603,0,0,3.7,45,65,24,900.0,8242
48604,0,0,3.7,22,78,73,350.0,8242
48605,0,0,3.6,62,78,24,450.0,8242
48606,1,0,3.6,31,13,24,400.0,8242
48607,0,1,4.1,77,65,46,2800.0,8242
48608,0,1,4.0,141,89,6,1000.0,8242
48609,1,0,3.7,33,82,73,300.0,8242
48610,1,0,3.7,28,89,73,350.0,8242
48611,1,0,3.8,50,89,73,350.0,8242
48612,0,0,4.0,109,15,73,400.0,8242
48613,0,0,3.9,82,53,24,450.0,8242
48614,1,0,3.8,59,14,83,300.0,8242
48615,0,0,4.3,205,53,73,150.0,8242
48616,0,1,3.7,64,4,6,2200.0,8242
48617,1,0,3.8,33,82,73,200.0,8242
48618,0,0,4.5,207,13,73,200.0,8242
48619,1,0,2.8,303,14,24,500.0,8242
48620,1,0,3.8,75,89,24,1000.0,8242
48621,0,0,3.9,31,89,73,250.0,8242
48622,0,0,3.4,7,73,24,600.0,8242
48623,0,1,4.1,100,82,57,2400.0,8242
48624,0,1,3.8,21,4,24,800.0,8242
48625,0,0,3.9,77,14,73,150.0,8242
48626,0,0,3.8,51,65,73,150.0,8242
48627,1,0,4.1,80,14,75,350.0,8242
48628,1,0,3.7,35,89,62,300.0,8242
48629,0,1,3.8,25,82,16,2200.0,8242
48630,0,0,3.9,28,13,73,100.0,8242
48631,1,0,3.3,89,82,73,350.0,8242
48633,1,0,3.5,20,15,16,500.0,8242
48634,1,0,3.7,51,14,73,250.0,8242
48635,1,0,3.5,11,89,73,200.0,8242
48636,0,0,3.0,33,14,73,400.0,8242
48637,0,1,3.9,39,15,46,2600.0,8242
48639,1,0,3.5,30,82,73,300.0,8242
48640,0,0,3.5,14,15,73,250.0,8242
48641,0,0,3.3,42,13,73,400.0,8242
48642,0,0,4.0,54,15,73,400.0,8242
48645,0,0,3.1,46,15,24,1000.0,8242
48646,0,0,3.4,11,53,24,650.0,8242
48647,0,0,4.2,116,82,26,1000.0,8242
48648,0,0,3.6,26,78,73,300.0,8242
48649,0,0,3.8,99,82,16,600.0,8242
48650,1,0,3.9,157,89,24,450.0,8242
48652,0,1,3.9,158,15,24,1100.0,8242
48653,1,0,3.6,22,89,73,350.0,8242
48654,0,0,3.5,12,15,73,200.0,8242
48655,1,0,3.5,47,89,24,450.0,8242
48656,0,0,3.4,5,4,73,150.0,8242
48658,0,0,3.6,11,78,6,700.0,8242
48659,0,0,3.6,38,78,73,250.0,8242
48661,0,0,2.9,18,78,73,400.0,8242
48663,1,0,3.3,37,78,73,350.0,8242
48664,0,0,3.1,17,78,24,550.0,8242
48665,0,0,3.3,6,14,16,400.0,8242
48666,1,0,3.4,48,82,73,300.0,8242
48667,0,0,3.2,4,15,24,600.0,8242
48668,0,0,3.3,7,78,62,150.0,8242
48669,0,0,3.7,32,14,24,800.0,8242
48670,1,0,2.9,56,15,73,150.0,8242
48671,0,0,3.7,14,78,73,150.0,8242
48672,0,0,3.4,11,78,73,200.0,8242
48673,0,1,3.7,44,65,6,2800.0,8242
48674,0,0,3.6,14,15,6,1500.0,8242
48675,0,0,3.1,11,14,24,450.0,8242
48676,0,0,3.2,5,65,24,700.0,8242
48677,0,0,3.3,16,82,25,950.0,8242
48679,1,0,3.2,5,78,73,300.0,8242
48680,1,0,3.5,12,82,73,200.0,8242
48681,0,0,3.2,7,78,73,200.0,8242
48692,0,0,3.2,4,78,73,200.0,8242
48694,0,0,3.8,52,89,73,150.0,8242
48695,0,0,3.4,12,82,73,100.0,8242
48696,0,0,4.1,399,78,73,300.0,8242
48700,0,0,3.1,10,13,16,200.0,8242
48701,1,0,3.1,5,14,73,300.0,8242
48708,0,0,3.2,4,89,73,200.0,8242
48720,0,0,3.5,17,14,73,100.0,8242
48721,0,0,3.6,25,14,73,250.0,8242
48722,0,0,3.5,27,89,73,200.0,8242
48723,0,0,3.5,10,53,73,400.0,8242
48724,0,0,3.6,16,53,73,250.0,8242
48725,0,0,3.3,11,14,73,150.0,8242
48726,0,0,3.1,4,82,73,300.0,8242
48727,1,0,3.3,4,78,73,400.0,8242
48728,0,0,3.1,11,15,73,200.0,8242
48729,0,0,3.2,4,82,73,200.0,8242
48731,0,0,3.6,14,78,73,250.0,8242
48732,0,0,3.7,11,78,73,200.0,8242
48733,0,0,3.8,38,14,73,300.0,8242
48735,0,0,3.1,8,89,73,300.0,8242
48736,0,0,3.2,5,78,73,150.0,8242
48737,0,0,3.2,9,78,73,200.0,8242
48739,0,0,3.3,5,89,73,300.0,8242
48742,0,0,3.2,8,53,73,150.0,8242
48744,0,0,3.5,7,13,73,200.0,8242
48746,0,0,3.3,29,89,73,200.0,8242
48747,0,0,3.3,6,53,73,150.0,8242
48748,1,0,3.9,147,15,73,600.0,8242
48750,0,0,3.6,15,14,73,200.0,8242
48752,0,0,2.5,22,82,24,1000.0,8242
48753,1,0,3.4,8,89,73,300.0,8242
48754,0,0,3.3,5,89,73,200.0,8242
48755,0,0,3.2,7,14,73,100.0,8242
48756,0,0,3.2,4,78,73,400.0,8242
48757,0,0,3.1,10,15,24,800.0,8242
48758,0,0,3.6,12,65,16,800.0,8242
48759,0,1,4.3,502,69,65,2000.0,8242
48760,0,1,4.4,4616,51,57,1700.0,8242
48761,0,1,4.4,409,8,65,1500.0,8242
48762,0,0,4.6,4048,69,65,1500.0,8242
48763,0,1,4.3,2240,69,66,1700.0,8242
48764,0,1,4.4,232,69,7,1200.0,8242
48765,0,1,4.2,479,69,57,3000.0,8242
48766,0,1,4.1,104,69,68,1000.0,8242
48767,0,0,4.0,521,69,6,1000.0,8242
48768,0,0,3.7,298,69,68,1000.0,8242
48769,0,0,4.0,95,69,57,2000.0,8242
48770,0,0,3.6,45,69,57,1700.0,8242
48771,0,0,3.6,14,69,6,800.0,8242
48772,0,0,3.3,4,69,6,1000.0,8242
48773,0,1,4.2,3140,50,57,2500.0,8242
48774,0,1,4.4,895,50,46,3000.0,8242
48775,1,1,4.4,2247,50,48,3000.0,8242
48776,0,0,4.5,1611,8,25,1500.0,8242
48777,0,1,4.4,409,8,65,1500.0,8242
48778,1,1,4.1,2181,8,33,2000.0,8242
48779,0,0,4.4,2435,50,29,1500.0,8242
48780,0,1,4.5,5294,80,25,2500.0,8242
48781,1,1,4.5,1260,80,25,1700.0,8242
48782,0,1,4.4,2055,50,25,1200.0,8242
48783,1,1,4.4,3730,50,27,1300.0,8242
48784,0,0,4.2,651,80,71,1300.0,8242
48785,1,1,4.3,3498,50,72,1700.0,8242
48786,0,1,4.2,1476,51,71,1500.0,8242
48787,0,0,4.3,1052,50,57,1500.0,8242
48788,0,1,4.3,612,28,25,2500.0,8242
48789,1,1,4.4,504,80,7,1900.0,8242
48790,0,1,4.3,2749,8,7,1300.0,8242
48791,0,0,4.3,1749,12,57,1300.0,8242
48792,0,1,4.4,152,50,25,1000.0,8242
48793,0,1,4.2,265,8,68,1500.0,8242
48794,0,0,4.3,2286,12,7,1100.0,8242
48795,0,1,4.3,301,80,7,1200.0,8242
48796,0,1,4.2,228,51,71,1000.0,8242
48797,1,1,4.2,2292,80,25,1400.0,8242
48798,0,0,4.2,1359,12,68,1100.0,8242
48799,1,1,4.0,941,12,25,1000.0,8242
48800,1,1,4.2,416,8,7,1600.0,8242
48801,0,1,3.9,685,12,25,1200.0,8242
48802,0,0,4.2,2034,77,30,1200.0,8242
48803,0,1,4.2,551,51,30,1500.0,8242
48804,0,1,4.1,559,8,71,1100.0,8242
48805,0,0,3.9,23,70,6,2000.0,8242
48806,0,0,3.9,952,8,68,1100.0,8242
48807,1,0,4.1,1221,8,6,2000.0,8242
48808,0,0,4.2,38,70,6,2000.0,8242
48809,0,0,4.1,1546,50,68,1200.0,8242
48810,0,1,4.1,612,51,33,2800.0,8242
48811,0,0,3.8,625,51,57,3000.0,8242
48812,0,0,2.0,402,8,57,1500.0,8242
48813,0,1,4.0,752,12,68,1100.0,8242
48814,0,0,3.9,190,80,6,600.0,8242
48815,0,0,2.6,409,51,68,1000.0,8242
48816,0,0,3.9,235,49,7,1000.0,8242
48817,0,1,4.0,196,51,58,3000.0,8242
48818,0,1,3.8,73,77,6,1200.0,8242
48819,0,0,3.9,73,50,57,2500.0,8242
48821,0,1,4.2,264,51,25,1500.0,8242
48822,0,0,3.5,29,70,6,2200.0,8242
48823,0,0,2.9,24,8,7,1900.0,8242
48826,0,0,3.7,11,80,57,1200.0,8242
48827,1,1,4.7,4845,15,70,1300.0,8242
48828,0,1,4.1,329,15,57,1300.0,8242
48829,0,1,4.0,140,89,6,1000.0,8242
48830,0,1,3.7,64,4,6,2200.0,8242
48831,0,1,4.1,100,82,57,2400.0,8242
48832,0,0,3.6,11,78,6,700.0,8242
48833,0,1,3.7,44,65,6,2800.0,8242
48834,0,0,3.6,14,15,6,1500.0,8242
48835,0,0,3.6,12,65,16,800.0,8242
48836,1,1,4.4,1476,75,65,1500.0,8242
48837,0,1,4.1,282,6,24,2000.0,8242
48838,1,1,4.3,4139,75,25,1400.0,8242
48839,0,1,4.7,1018,75,24,1600.0,8242
48840,1,1,4.2,1060,75,24,1300.0,8242
48841,0,1,4.5,200,75,7,1800.0,8242
48842,0,0,3.9,1228,75,24,1100.0,8242
48843,1,1,4.3,733,75,24,1500.0,8242
48844,1,1,4.0,977,75,68,1500.0,8242
48845,1,0,4.2,774,75,24,500.0,8242
48846,0,0,3.0,197,75,24,700.0,8242
48847,0,1,3.9,52,75,57,1900.0,8242
48848,0,1,4.0,3056,6,24,1000.0,8242
48849,1,1,4.4,2232,6,7,1400.0,8242
48850,0,1,3.9,291,6,24,1500.0,8242
48851,1,0,4.0,468,6,24,1200.0,8242
48852,0,1,4.3,766,55,46,2500.0,8242
48853,1,1,3.9,406,6,6,1500.0,8242
48854,0,1,3.6,259,6,57,1500.0,8242
48855,1,1,4.1,1696,6,25,1100.0,8242
48856,1,1,3.7,37,6,24,1500.0,8242
48858,0,0,2.8,12,6,50,1000.0,8242
48859,0,0,3.0,120,6,24,1000.0,8242
48860,0,0,3.5,95,6,24,700.0,8242
48861,0,0,3.0,155,6,24,800.0,8242
48862,1,0,4.3,591,75,40,500.0,8242
48863,1,0,4.3,901,75,73,600.0,8242
48864,1,0,4.3,160,75,16,800.0,8242
48865,1,0,3.9,66,75,20,600.0,8242
48866,1,0,4.0,138,75,16,500.0,8242
48868,1,0,4.0,34,75,16,200.0,646
48869,0,0,4.0,19,75,16,700.0,8242
48870,1,0,3.6,44,75,16,600.0,8242
48871,1,0,4.2,510,75,16,800.0,8242
48872,1,0,3.1,13,75,16,900.0,7064
48877,0,0,3.8,19,6,23,500.0,8242
48878,1,0,4.0,109,6,16,400.0,7881
48880,1,0,3.8,37,6,16,650.0,7984
48881,1,0,3.6,136,6,5,600.0,3459
48882,0,0,3.9,23,88,73,200.0,8242
48883,0,0,4.0,23,6,16,500.0,8242
48884,0,0,3.9,39,6,16,700.0,8242
48885,0,0,3.9,26,6,16,400.0,8242
48886,1,0,3.4,36,6,12,400.0,2901
48887,1,0,3.0,19,6,16,500.0,3832
48888,0,0,3.7,47,6,16,500.0,8242
48889,0,0,3.7,33,6,16,400.0,8242
48890,0,0,3.0,6,6,16,500.0,8242
48891,1,1,4.0,348,6,16,1000.0,8242
48892,0,0,3.5,7,6,73,200.0,8242
48893,1,0,3.8,8,75,73,500.0,8242
48894,1,0,4.4,650,6,36,500.0,6924
48895,1,0,3.4,425,55,73,400.0,8242
48896,1,0,3.9,150,6,24,650.0,96
48897,1,0,4.2,170,6,86,500.0,8242
48898,1,0,3.3,120,17,36,450.0,8242
48899,1,0,3.8,244,6,73,200.0,4456
48900,1,0,2.9,321,6,73,450.0,8242
48901,1,0,4.3,300,75,36,400.0,8242
48902,1,0,3.8,234,55,73,300.0,8242
48903,1,0,3.5,142,6,73,350.0,8242
48904,1,0,3.0,20,75,73,200.0,8242
48905,1,0,2.9,254,6,73,400.0,8242
48906,1,0,3.9,79,75,73,500.0,8242
48907,1,0,3.8,126,6,62,300.0,573
48908,1,0,3.8,24,22,73,150.0,8242
48909,1,0,3.8,71,55,73,200.0,8242
48910,1,0,4.0,795,22,73,500.0,8242
48911,1,0,3.6,52,22,73,200.0,8242
48912,1,0,3.9,1246,6,24,500.0,8242
48913,1,0,3.7,34,75,24,500.0,8242
48914,1,0,3.5,22,75,73,300.0,8242
48915,1,0,4.1,163,6,83,400.0,8242
48916,1,0,3.6,103,22,73,400.0,98
48917,1,0,3.8,184,22,73,400.0,6305
48918,1,0,3.4,52,75,73,600.0,8242
48919,1,0,3.5,48,6,73,400.0,8242
48920,1,0,4.0,90,6,73,300.0,8242
48921,1,0,3.3,15,75,73,300.0,8242
48922,1,0,3.1,12,6,73,500.0,8242
48923,1,0,4.1,167,6,86,600.0,8242
48924,1,0,4.0,323,22,14,250.0,6083
48925,1,0,3.8,71,55,73,400.0,8242
48926,1,0,3.5,15,55,73,200.0,8242
